1187;2024-11-21 12:22:45;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;232;229;268;0;0;0
1188;2024-11-21 12:22:45;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;299;319;310;0;0;0
1189;2024-11-21 12:22:45;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;279;309;331;0;0;0
1190;2024-11-21 12:22:48;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;196;191;230;0;0;0
1191;2024-11-21 12:22:49;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;238;258;246;0;0;0
4318;2024-11-26 09:21:09;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1513;1485;1809;0;0;0
4319;2024-11-26 09:21:09;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1516;1486;1814;0;0;0
4320;2024-11-26 09:21:10;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1511;1485;1808;0;0;0
4321;2024-11-26 09:21:10;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1509;1482;1814;0;0;0
4322;2024-11-26 09:21:11;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1515;1482;1809;0;0;0
4323;2024-11-26 09:21:11;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1510;1490;1806;0;0;0
4324;2024-11-26 09:21:12;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1510;1485;1812;0;0;0
4325;2024-11-26 09:21:12;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1515;1480;1809;0;0;0
4326;2024-11-26 09:21:13;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1518;1486;1811;0;0;0
4327;2024-11-26 09:21:13;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1507;1492;1814;0;0;0
4328;2024-11-26 09:21:14;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1507;1487;1813;0;0;0
4329;2024-11-26 09:21:14;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1509;1487;1819;0;0;0
4330;2024-11-26 09:21:15;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1511;1492;1806;0;0;0
4331;2024-11-26 09:21:15;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1515;1487;1812;0;0;0
4332;2024-11-26 09:21:16;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1511;1492;1814;0;0;0
4333;2024-11-26 09:21:16;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1511;1490;1814;0;0;0
4334;2024-11-26 09:21:17;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1510;1486;1815;0;0;0
4335;2024-11-26 09:21:17;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1511;1489;1806;0;0;0
4336;2024-11-26 09:21:18;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1510;1483;1810;0;0;0
4337;2024-11-26 09:21:18;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1510;1484;1808;0;0;0
4338;2024-11-26 09:21:19;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1516;1489;1817;0;0;0
4339;2024-11-26 09:21:19;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1518;1488;1809;0;0;0
4340;2024-11-26 09:21:20;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1510;1484;1809;0;0;0
4341;2024-11-26 09:21:20;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1516;1489;1811;0;0;0
4342;2024-11-26 09:21:21;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1510;1485;1813;0;0;0
4343;2024-11-26 09:21:21;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1516;1488;1816;0;0;0
4344;2024-11-26 09:21:22;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1509;1487;1808;0;0;0
4345;2024-11-26 09:21:22;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1510;1487;1813;0;0;0
4346;2024-11-26 09:21:23;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1514;1481;1811;0;0;0
4347;2024-11-26 09:21:23;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1516;1483;1818;0;0;0
4348;2024-11-26 09:21:24;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1514;1490;1814;0;0;0
4349;2024-11-26 09:21:24;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1516;1488;1816;0;0;0
4350;2024-11-26 09:21:25;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1509;1497;1808;0;0;0
4351;2024-11-26 09:21:25;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1507;1482;1817;0;0;0
4352;2024-11-26 09:21:26;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1512;1485;1806;0;0;0
4353;2024-11-26 09:21:26;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1513;1486;1814;0;0;0
4354;2024-11-26 09:21:27;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1514;1487;1809;0;0;0
4355;2024-11-26 09:21:27;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1514;1493;1814;0;0;0
4356;2024-11-26 09:21:28;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1518;1490;1816;0;0;0
4360;2024-11-26 09:21:39;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1807;1517;1525;0;0;0
4361;2024-11-26 09:21:40;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1809;1509;1559;0;0;0
4362;2024-11-26 09:21:40;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1792;1500;1531;0;0;0
4363;2024-11-26 09:21:41;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1805;1523;1490;0;0;0
4365;2024-11-26 09:21:41;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1802;1534;1504;0;0;0
4366;2024-11-26 09:21:42;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1810;1522;1541;0;0;0
4367;2024-11-26 09:21:42;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1801;1546;1531;0;0;0
4368;2024-11-26 09:21:43;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1805;1532;1510;0;0;0
4370;2024-11-26 09:21:43;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1800;1514;1501;0;0;0
4371;2024-11-26 09:21:44;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1799;1518;1517;0;0;0
4372;2024-11-26 09:21:44;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1808;1512;1510;0;0;0
4373;2024-11-26 09:21:45;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1807;1505;1506;0;0;0
4375;2024-11-26 09:21:45;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1807;1496;1496;0;0;0
4376;2024-11-26 09:21:46;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1807;1500;1489;0;0;0
4377;2024-11-26 09:21:46;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1803;1498;1487;0;0;0
4378;2024-11-26 09:21:47;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1801;1496;1483;0;0;0
4380;2024-11-26 09:21:47;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1799;1496;1480;0;0;0
4381;2024-11-26 09:21:48;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1804;1494;1477;0;0;0
4382;2024-11-26 09:21:48;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1802;1490;1460;0;0;0
4383;2024-11-26 09:21:49;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1800;1495;1459;0;0;0
4385;2024-11-26 09:21:49;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1803;1494;1463;0;0;0
4386;2024-11-26 09:21:50;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1803;1495;1476;0;0;0
4387;2024-11-26 09:21:50;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1801;1499;1468;0;0;0
4388;2024-11-26 09:21:51;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1800;1495;1465;0;0;0
4390;2024-11-26 09:21:51;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1799;1497;1468;0;0;0
4391;2024-11-26 09:21:52;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1801;1501;1464;0;0;0
4392;2024-11-26 09:21:52;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1800;1495;1466;0;0;0
4393;2024-11-26 09:21:53;24;D0:0F:5D:7D:BD:E8;B8:27:EB:34:22:B6;1800;1493;1460;0;0;0
